Wo wird das denn erzählt?;0
Welche Farbe nimmst du?;0
Macht das Ihre Versicherung auch?;1
Wie kann man so daneben liegen?;0
Was ist denn jetzt eigentlich mit Karsten los?;0
Muss man verstehen warum jemand einen Prepaid Stromtarif hat?;1
Und warum genau?;0
Wie kann man helfen?;0
Und du bist dir sicher, dass das Wagen 7 ist?;1
Am Sonntag noch nichts vor?;1
Was hat Apple, was andere Marken nicht haben, dass das den Preis recht fertigt?;0
Sind die alle blöd?;1
Was ist los bei euch?;0
Welcher Zivilist braucht in der Schweiz eigentlich halbautomatische Waffen?;0
Hallo, warum hast du mich aufgehalten?;0
Kann ich meine Daten im Lager mobil erfassen?;1
Werden Mitglieder von anderen Parteien auch vertrieben wenn sie an einem öffentlichen Ort auftreten?;1
Wo ist mein Friedenspreis?;0
Hey, wird man die Trikots als Sonderedition kaufen können?;1
Weißt Du, was das ist?;0
Ab wann werdet ihr die neuen iPhones haben?;0
Bist du auch so kritisch bei anderen Feldern der Wissenschaft?;1
Darf man fragen, was es wird?;1
Haben Sie vielleicht Ihre Periode?;1
Wie krank ist das bitte?;0
Und als was haben sie sich geoutet?;0
Was findest du an Apple toll?;0
Wieso lügen Sie so unverschämt?;0
Brauchst du Hilfe?;1
Warum blockst du beide?;0
Wo arbeitest du dann?;0
Und wer muss entlassen werden, der für das hier verantwortlich ist ?;0
Leute, treffe gleich den Arbeitsminister, soll ich ihm was ausrichten von euch?;0
Wie kommst du drauf?;0
Was bringt mir das dort rumzugammeln?;0
Ist das noch Journalismus oder schon Rufmord?;0
Meinst du den Herren in der Mitte?;1
Und wie können sie zur Verbesserung der Sucherlebnisse von Nutzern beitragen?;0
Wie viel Potential zum Denken steckt eigentlich zwischen Ihren Ohren?;0
Warum ist Schule eigentlich so langweilig?;0
Was ist ein sinnvolles Leben?;0
Oder gibt es das irgendwo zu kaufen?;1
Hat das noch wenig bekannte Konzept Potenzial?;1
Wie konnte das nur passieren?;0
Ist das noch normal?;1
Was sind die Themen, die uns umtreiben?;0
Kann mir jemand bitte die Logik der Länder-Sortierung erklären?;1
Wo ist die und wann?;0
Sollte ich regelmäßiger tweeten?;1
Wer macht mit?;0
Hat die Autofahrerin zumindest nachgefragt ob bei dir alles in Ordnung ist?;1
Was für ein iPhone hast du dir denn gekauft?;0
Gibst du Bescheid, wann ich mit drücken aufhören kann?;1
Wie sollen Internet-Filter funktionieren wenn nichtmal die Polizei Satire erkennen kann?;0
Wovon reden Sie?;0
Ist das jetzt positiv oder negativ?;0
Brauchen Sie Aufträge?;1
Suchst du einen neuen Job in dem Mode, Spaß und Action an erster Stelle stehen?;1
Wollt ihr mir was Gutes tun?;1
Muss man Preise rechtfertigen?;1
Erinnert sich hier jeder an Monkey Island?;1
Dir ist aber schon klar, dass man zu manchen Orten nur fliegen kann, weil Schiffsreisen unbezahlbar sind?;1
Hinterlässt das Flecken wenn man es ab macht?;1
Was hast du Schönes gemacht?;0
Was soll der Müll hier?;0
Wann werden die Uhren auf die Winterzeit umgestellt?;0
Sollte man dich kennen?;1
Kommt das Video heute?;1
Wo ist der Zusammenhang?;0
Du weisst meine Grösse?;1
Was soll man denn sonst sein?;0
Kannst du nicht lesen - oder willst du nur stänkern?;0
Welcher Typ ist er?;0
Wie sieht das denn aus?;0
Gibt es noch einen politischen Kurs?;1
Brauch jemand einen neuen Bildschirm für seinen PC?;1
Ist dir nicht gut?;1
Wo war da eine Auseinandersetzung mit Journalisten zu sehen?;0
Wo sind denn die Grünen?;0
Das wir dir helfen?;1
Und brauche ich denn ein Update?;1
Wie findet ihr Black Out?;0
Haben Sie schon den Nobelpreis für Ihre Weisheiten bekommen?;1
Können Sie Angaben zum Täter machen?;1
Machen die der Bahn Konkurrenz?;1
Erinnert Ihr Euch?;1
Könnt ihr euch vorstellen, wie sich eine Mutter in so einer Situation fühlen muss?;1
Also glaubst du wirklich, dass es Apple nicht möglich wäre, ihre Produkte günstiger anzubieten?;1
Wieso sind GoFast nicht benutzbar?;0
Hast du schon mal eine Currywurst gegessen?;1
Wo wart ihr in Chemnitz?;0
Stellen wir die Uhren im März zum letzten Mal um?;1
Und wo ist nun mein Kaffee?;0
Wie lernen wir, auf unsere eigene Stärke zu vertrauen?;0
Wie siehts an der Nordsee inzwischen mit der Luftqualität aus?;0
Was ist Heimat?;0
Wie hast du so gut Englisch sprechen gelernt?;0
Wie beendest du den All-/Tag?;0
Wie können junge Menschen den SPD Parteivorstand für Politik begeistern?;0
Wäre das nicht was für dich?;1
Was hast du denn bis 6 Uhr morgens gemacht?;0
Was ist mit dem ZDF ?;0
Wenn ich dann Studentin bin, muss ich dann auch Jodel benutzen?;1
Willst du mich heiraten?;1
Wie haben die Bezugspersonen das erlebt?;0
Wo wäre Bayern ohne Geld?;0
Und aus welcher Wolle sollten sie am besten sein?;0
Wer hat die Mietpreisbremse erfunden?;0
Hallo, um welche Fritzbox geht es denn?;0
Du rechtfertigst also dein Verhalten was du im Internet ablegst damit, dass du Waise bist?;1
Werde ich sterben?;1
Was muss man heute eigentlich tun, damit ein Rücktritt wirklich unausweichlich wird?;0
Warum braucht es in derartigen Fällen ein Urteil des Bundesgerichtshofs?;0
Kann ich euch einstellen?;1
Wer soll wieviel an wen bezahlen und vor allem warum?;0
Wo soll die List gelegen haben?;0
Haben Männer häufiger Herzinfarkt?;1
Schokolade macht glücklich und hebt die Stimmung?;1
Hast du Urheberrecht auf Depressionen?;1
Was haben die eigentlich an der Hotelrezeption zu deinem Bett gesagt?;0
Ist das Satire?;1
Was kommt als nächstes?;0
Was bringt es dir wenn mehr als einer drauf zugreifen kann?;0
Bock auf ein paar Bier?;1
Wie sehen smarte Lösungen für Ältere und Altersheime aus?;0
Was haben wir den da?;0
Willst du mich verarschen?;1
Wozu haben die eigentlich geheiratet?;0
Was ist deine Vision für nachhaltige Mobilität in Mecklenburg-Vorpommern?;0
Und wieso bringst du jetzt Religion ins Spiel?;0
Ist eine Wassermelone die Sauerei wert?;1
Wisst ihr noch, als ein Minister wegen einer abgeschriebenen Doktorarbeit zurückgetreten ist?;1
Kann denen einer mal sagen das es neben Inferno noch 6 andere Maps gibt?;1
Was haben Sie erwartet?;0
Kann ich das absetzen?;1
Wohin willste denn fahren und wieviel Kilometer?;0
Meint es Deutschland ernst ist mit dem Kohleausstieg?;1
Wie überlebt man als Frau in unserer Gesellschaft?;0
Wer von euch hat sie schon gelesen?;0
Wieso ist Sascha ein (ausschließlich) männlicher Vornane?;0
Der soll für mich sein?;1
Habt Ihr Euch nicht auch gewundert?;1
Wissen Sie, warum wir Sie angehalten haben?;1
Wie kann ich meinem Leben mehr Sinn geben?;0
Wie heißt denn die hübsche Dame in dem Video?;0
Wirst du deine Kinder wegen schlechten Noten zurechtweisen?;1
Glauben Sie das interessiert hier irgendwen?;1
Wie viel Vernunft ist vernünftig?;0
Ist das nur mein Twitter was so Probleme hat?;1
Was ist bloß mit den Jugendlichen von heute los?;0
Kennt das jemand?;1
Du spielst Nintendo?;1
Wie wird sich das auf uns auswirken?;0
Wie verbringst du den Tag?;0
Wer ist der Dieb gewesen?;0
Wie kann Digitalisierung für die Nachhaltigkeitsberichterstattung genutzt werden?;0
Ist die Wahrheit nicht schon längst gestorben?;1
Wann hast du das erste Mal ein Computerspiel gespielt?;0
Wie würden Kinder lernen, wenn es keine Schule mehr gäbe?;0
Droht in Limburg das nächste Diesel-Fahrverbot?;1
Hat da jemand Ekel vor natürlichem Haarwuchs?;1
Wie viel kostet Reisen wirklich?;0
Wie ist es im Arbeitsvertrag geregelt?;0
Wo kommt der Hass gegen diese Vereine her?;0
Sie planen einen privaten Pool?;1
Wen wundert das noch?;0
Ich bin dir aufgefallen?;1
Oder ist der einfach komplett mit der Beratung von Hans-Georg Maaßen beschäftigt?;1
Was willst du mir damit sagen?;0
Wieso redest du immer nur über dich?;0
Ist jetzt ein bisschen spät, haben Sie noch andere Pläne?;1
Finden Sie das richtig?;1
Wie dreist ist das denn bitte?;0
Wovor hast du am meisten Angst?;0
Wie sieht denn dann dein Traummann aus?;0
Wer entscheidet das eigentlich?;0
Was willst du jetzt?;0
Haben Sie eigentlich meinen Tweet sinnerfassend gelesen?;1
