0;0
1;1
2;1
3;1
4;1
5;1
6;1
7;0
8;1
9;0
10;0
11;0
12;1
13;0
14;0
15;1
16;1
17;1
18;0
19;0
20;1
21;0
22;0
23;0
24;1
25;1
26;0
27;0
28;1
29;1
30;0
31;0
32;1
33;0
34;0
35;0
36;1
37;0
38;0
39;1
40;1
41;0
42;0
43;0
44;1
45;1
46;1
47;0
48;0
49;1
50;0
51;0
52;1
53;0
54;0
55;1
56;0
57;0
58;0
59;0
60;0
61;1
62;1
63;0
64;0
65;1
66;1
67;0
68;1
69;1
70;0
71;1
72;1
73;1
74;1
75;0
76;1
77;1
78;0
79;1
80;0
81;0
82;0
83;1
84;1
85;1
86;0
87;0
88;1
89;0
90;1
91;0
92;1
93;0
94;1
95;1
96;0
97;0
98;1
99;0
100;0
101;0
102;1
103;1
104;1
105;0
106;0
107;0
108;0
109;1
110;0
111;0
112;1
113;0
114;1
115;1
116;1
117;0
118;0
119;0
120;1
121;1
122;0
123;0
124;0
125;0
126;1
127;1
128;0
129;1
130;0
131;0
132;1
133;1
134;1
135;1
136;1
137;1
138;0
139;1
140;1
141;1
142;1
143;0
144;1
145;1
146;0
147;0
148;1
149;1
150;1
151;1
152;0
153;0
154;1
155;1
156;0
157;0
158;0
159;0
160;1
161;1
162;1
163;0
164;0
165;1
166;0
167;1
168;1
169;0
170;0
171;0
172;1
173;0
174;1
175;1
176;0
177;0
178;0
179;0
180;0
181;1
182;0
183;1
184;0
185;1
186;0
187;0
188;0
189;0
190;0
191;1
192;1
193;0
194;0
195;1
196;0
197;1
198;1
199;1
200;0
201;1
202;0
203;1
204;0
205;0
206;1
207;0
208;1
209;0
210;1
211;1
212;0
213;1
214;0
215;1
216;0
217;0
218;0
219;0
220;0
221;0
222;1
223;1
224;0
225;0
226;1
227;1
228;0
229;1
230;1
231;1
232;1
233;1
234;0
235;0
236;1
237;0
238;1
239;1
240;1
241;0
242;1
243;1
244;1
245;1
246;1
247;1
248;1
249;1
250;0
251;0
252;1
253;0
254;1
255;1
256;0
257;0
258;1
259;0
260;0
261;0
262;1
263;1
264;0
265;1
266;0
267;1
268;0
269;0
270;0
271;1
272;1
273;0
274;1
275;0
276;1
277;0
278;1
279;0
280;1
281;1
282;0
283;0
284;1
285;0
286;1
287;0
288;0
289;1
290;0
291;0
292;0
293;0
294;1
295;1
296;1
297;0
298;0
299;0
300;0
301;1
302;1
303;1
304;0
305;1
306;1
307;1
308;1
309;0
310;0
311;1
312;0
313;0
314;0
315;0
316;0
317;0
318;0
319;1
320;0
321;0
322;1
323;1
324;1
325;1
326;1
327;0
328;0
329;0
330;1
331;0
332;1
333;0
334;0
335;0
336;1
337;1
338;1
339;0
340;0
341;1
342;1
343;0
344;0
345;0
346;1
347;0
348;0
349;1
350;0
351;1
352;1
353;1
354;1
355;1
356;0
357;0
358;0
359;1
360;0
361;1
362;1
363;1
364;1
365;1
366;1
367;1
368;0
369;1
370;0
371;0
372;0
373;1
374;0
375;0
376;0
377;0
378;0
379;0
380;1
381;1
382;0
383;1
384;1
385;1
386;0
387;1
388;1
389;0
390;1
391;1
392;1
393;1
394;0
395;1
396;1
397;1
398;0
399;1
400;1
401;0
402;1
403;0
404;0
405;1
406;0
407;1
408;0
409;1
410;1
411;1
412;0
413;0
414;1
415;1
416;1
417;1
418;1
419;0
420;0
421;1
422;1
423;0
424;0
425;0
426;1
427;0
428;0
429;0
430;0
431;0
432;1
433;0
434;0
435;1
436;0
437;1
438;0
439;0
440;1
441;0
442;1
443;1
444;0
445;0
446;1
447;0
448;0
449;1
450;0
451;1
452;1
453;0
454;1
455;0
456;1
457;1
458;1
459;0
460;0
461;1
462;0
463;0
464;1
465;1
466;1
467;0
468;0
469;0
470;1
471;0
472;1
473;0
474;0
475;1
476;1
477;1
478;0
479;1
480;1
481;0
482;0
483;1
484;0
485;0
486;0
487;0
488;0
489;1
490;1
491;0
492;0
493;1
494;0
495;0
496;1
497;1
498;1
499;0
500;0
501;0
502;1
503;0
504;1
505;1
506;0
507;1
508;1
509;0
510;1
511;0
512;1
513;0
514;1
515;1
516;0
517;1
518;1
519;1
520;0
521;0
522;0
523;0
524;1
525;1
526;0
527;1
528;1
529;0
530;1
531;0
532;1
533;0
534;1
535;1
536;1
537;0
538;0
539;0
540;1
541;0
542;1
543;1
544;0
545;1
546;0
547;0
548;1
549;1
550;1
551;0
552;1
553;1
554;1
555;1
556;1
557;0
558;1
559;1
560;1
561;0
562;1
563;1
564;1
565;0
566;0
567;1
568;0
569;0
570;1
571;1
572;0
573;0
574;1
575;1
576;0
577;1
578;0
579;1
580;0
581;1
582;0
583;0
584;1
585;1
586;0
587;1
588;0
589;0
590;0
591;0
592;1
593;0
594;1
595;1
596;0
597;1
598;0
599;0
600;1
601;0
602;1
603;0
604;1
605;0
606;0
607;0
608;0
609;0
610;1
611;0
612;1
613;1
614;1
615;1
616;0
617;1
618;0
619;0
620;1
621;1
622;0
623;1
624;0
625;1
626;0
627;1
628;1
629;1
630;1
631;1
632;0
633;0
634;0
635;1
636;0
637;0
638;1
639;0
640;1
641;1
642;1
643;0
644;0
645;1
646;1
647;0
648;0
649;1
650;1
651;1
652;1
653;0
654;1
655;1
656;0
657;0
658;0
659;0
660;0
661;0
662;0
663;0
664;1
665;1
666;0
667;1
668;1
669;0
670;1
671;0
672;0
673;0
674;0
675;1
676;1
677;0
678;0
679;1
680;1
681;0
682;1
683;1
684;0
685;1
686;1
687;0
688;0
689;1
690;1
691;0
692;1
693;0
694;1
695;1
696;1
697;0
698;0
699;1
700;1
701;1
702;1
703;0
704;0
705;1
706;1
707;0
708;0
709;0
710;0
711;1
712;1
713;1
714;0
715;0
716;1
717;0
718;1
719;1
720;1
721;1
722;0
723;0
724;0
725;1
726;0
727;1
728;1
729;0
730;1
731;1
732;1
733;0
734;0
735;0
736;0
737;0
738;0
739;0
740;0
741;1
742;0
743;0
744;0
745;0
746;1
747;1
748;1
749;1
750;1
751;1
752;0
753;0
754;0
755;0
756;1
757;0
758;0
759;1
760;1
761;1
762;1
763;1
764;0
765;1
766;0
767;1
768;1
769;0
770;0
771;1
772;0
773;1
774;1
775;1
776;1
777;1
778;0
779;0
780;1
781;0
782;0
783;0
784;1
785;1
786;1
787;1
788;1
789;1
790;1
791;0
792;0
793;0
794;0
795;0
796;1
797;1
798;1
799;1
800;0
801;1
802;1
803;1
804;1
805;0
806;1
807;0
808;0
809;0
810;1
811;0
812;1
813;0
814;1
815;1
816;1
817;1
818;1
819;1
820;0
821;1
822;0
823;0
824;0
825;0
826;1
827;0
828;1
829;0
830;0
831;0
832;0
833;1
834;1
835;0
836;1
837;1
838;1
839;0
840;1
841;1
842;1
843;0
844;1
845;1
846;1
847;1
848;0
849;1
850;1
851;0
852;0
853;1
854;1
855;0
856;0
857;1
858;1
859;0
860;0
861;1
862;0
863;0
864;1
865;1
866;1
867;1
868;1
869;1
870;0
871;1
872;0
873;1
874;0
875;0
876;1
877;0
878;0
879;1
880;0
881;0
882;1
883;0
884;0
885;1
886;1
887;0
888;1
889;0
890;0
891;1
892;1
893;0
894;1
895;0
896;0
897;1
898;1
899;0
900;1
901;1
902;1
903;0
904;0
905;0
906;1
907;1
908;1
909;0
910;1
911;0
912;0
913;1
914;1
915;1
916;1
917;1
918;1
919;0
920;0
921;0
922;1
923;1
924;0
925;1
926;0
927;0
928;1
929;0
930;0
931;1
932;0
933;1
934;1
935;1
936;0
937;0
938;0
939;0
940;1
941;1
942;0
943;0
944;0
945;0
946;0
947;0
948;0
949;1
950;0
951;0
952;1
953;1
954;0
955;0
956;1
957;1
958;1
959;0
960;0
961;1
962;0
963;1
964;0
965;1
966;1
967;0
968;1
969;1
970;1
971;0
972;0
973;0
974;1
975;1
976;0
977;1
978;0
979;1
980;1
981;0
982;0
983;1
984;0
985;1
986;1
987;0
988;0
989;0
990;1
991;1
992;0
993;0
994;0
995;0
996;0
997;1
998;0
999;1
1000;0
1001;0
1002;1
1003;0
1004;1
1005;1
1006;0
1007;1
1008;1
1009;0
1010;1
1011;0
1012;0
1013;0
1014;1
1015;1
1016;0
1017;1
1018;1
1019;0
1020;1
1021;1
1022;0
1023;1
1024;0
1025;1
1026;0
1027;1
1028;1
1029;0
1030;1
1031;1
1032;1
1033;0
1034;1
1035;0
1036;1
1037;1
1038;0
1039;1
1040;1
1041;0
1042;0
1043;1
1044;0
1045;0
1046;0
1047;0
1048;0
1049;1
1050;0
1051;1
1052;1
1053;1
1054;1
1055;0
1056;0
1057;0
1058;0
1059;1
1060;0
1061;1
